Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,X,Y,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
16-00130745,4803 S ARCHER AVE,4803,S,ARCHER AVE,4803 S ARCHER AVE,1/8/2016 0:00,1/22/2016 0:00,Completed,Volkswagen,V911780,2780898,1152244.588,1872564.095,Sedan 2 Door,1/7/2016,1/7/2016,-87.71714837,41.80617856,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00130747,9215 S KEDZIE,9215,S,KEDZIE,9215 S KEDZIE,1/8/2016 0:00,1/22/2016 0:00,Completed,Pontiac,Y765504,2780899,,,Sedan 4 Door,1/7/2016,1/7/2016,-87.70159,41.725616,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00130751,3029 E 79TH,3029,E,79TH,3029 E 79TH,1/8/2016 0:00,1/22/2016 0:00,Completed,Ford,Y724960,2780901,,,Carryall,1/7/2016,1/7/2016,-87.550476,41.751701,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00130774,2309 E 79TH ST,2309,E,79TH ST,2309 E 79TH ST,1/8/2016 0:00,1/22/2016 0:00,Completed,Ford,460S450,2780902,1192998.625,1853040.269,Sedan 4 Door,1/7/2016,1/7/2016,-87.56831584,41.75170482,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182925,800 S STATE ST,800,S,STATE ST,800 S STATE ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,9178469,2781003,1176482.612,1896666.693,Sedan 4 Door,1/8/2016,1/8/2016,-87.62752574,41.87180671,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182926,211 S ARCHER,211,S,ARCHER,211 S ARCHER,1/11/2016 0:00,1/22/2016 0:00,Completed,Mazda,Z212823,2781004,,,Sedan 4 Door,1/8/2016,1/8/2016,-87.702076,41.815437,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182928,3012 S ARCHER AVE,3012,S,ARCHER AVE,3012 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,L893217,2781005,1167289.48,1884958.79,Sedan 4 Door,1/8/2016,1/8/2016,-87.66161352,41.83988166,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182932,1000 E MIDWAY PLAISANCE,1000,E,MIDWAY PLAISANCE,1000 E MIDWAY PLAISANCE,1/11/2016 0:00,1/22/2016 0:00,Completed,Lincoln,Z240101,2781008,1183910.004,1865889.121,Sedan 4 Door,1/8/2016,1/8/2016,-87.60122015,41.78718021,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182933,6433 S COTTAGE GROVE AVE,6433,S,COTTAGE GROVE AVE,6433 S COTTAGE GROVE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Lexus,E785285,2781009,1182668.422,1862529.075,Sedan 2 Door,1/8/2016,1/8/2016,-87.60587666,41.77798886,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182934,6230 S COTTAGE GROVE AVE,6230,S,COTTAGE GROVE AVE,6230 S COTTAGE GROVE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Pontiac,Z716732,2781010,1182635.186,1863874.092,Sedan 4 Door,1/8/2016,1/8/2016,-87.60595679,41.78168049,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182950,2141 S ARCHER AVE,2141,S,ARCHER AVE,2141 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Toyota,H314154,2781012,1175029.362,1890061.392,Carryall,1/8/2016,1/8/2016,-87.63305896,41.85371398,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182951,6411 S KEDZIE AVE,6411,S,KEDZIE AVE,6411 S KEDZIE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Pontiac,Z162802,2781013,1156156.597,1861889.993,Sedan 2 Door,1/8/2016,1/8/2016,-87.70308739,41.77680945,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182954,1943 W 79TH ST,1943,W,79TH ST,1943 W 79TH ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Ford,1799311B,2781015,1164662.164,1852272.752,Pickup,1/8/2016,1/8/2016,-87.67217712,41.75024312,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182955,1000 E 79TH ST,1000,E,79TH ST,1000 E 79TH ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Hyundai,S430157,2781016,1184261.903,1852830.58,Carryall,1/8/2016,1/8/2016,-87.60033796,41.75133812,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182956,411 E 103RD ST,411,E,103RD ST,411 E 103RD ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Nissan,Z431050,2781017,1180849.413,1836761.5,Sedan 4 Door,1/8/2016,1/8/2016,-87.61333551,41.70732172,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00182957,537 W 103RD,537,W,103RD,537 W 103RD,1/11/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,Y936397,2781018,,,Sedan 4 Door,1/8/2016,1/8/2016,-87.636687,41.706727,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00187018,2141 S ARCHER AVE,2141,S,ARCHER AVE,2141 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Subaru,Z573670P,2781134,1175029.362,1890061.392,Carryall,1/9/2016,1/9/2016,-87.63305896,41.85371398,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00187020,2132 S ARCHER AVE,2132,S,ARCHER AVE,2132 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Mazda,R648188,2781135,1175103.162,1890110.092,Sedan 4 Door,1/9/2016,1/9/2016,-87.63278663,41.85384596,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00187021,2143 S ARCHER AVE,2143,S,ARCHER AVE,2143 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Bmw,P206530,2781136,1175012.962,1890050.592,Carryall,1/9/2016,1/9/2016,-87.63311947,41.85368471,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00187022,2131 S ARCHER AVE,2131,S,ARCHER AVE,2131 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Toyota,Y884046,2781137,1175111.362,1890115.492,Sedan 4 Door,1/9/2016,1/9/2016,-87.63275637,41.85386059,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00187023,611 W MADISON ST,611,W,MADISON ST,611 W MADISON ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Pontiac,KNS117,2781138,1172218.35,1900285.695,Sedan 4 Door,1/9/2016,1/9/2016,-87.64307458,41.88183265,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00187025,501 W MADISON ST,501,W,MADISON ST,501 W MADISON ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Infiniti/M30,Y716040,2781140,1173130.816,1900311.554,Sedan 4 Door,1/9/2016,1/9/2016,-87.63972328,41.88188342,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00187027,620 S STATE ST,620,S,STATE ST,620 S STATE ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Subaru,L864341,2781142,1176454.603,1897543.928,Sedan 4 Door,1/9/2016,1/9/2016,-87.62760209,41.87421453,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00187030,728 S STATE ST,728,S,STATE ST,728 S STATE ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Toyota,937655,2781144,1176476.237,1896875.168,Sedan 4 Door,1/9/2016,1/9/2016,-87.62754285,41.87237892,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186960,1018 S STATE ST,1018,S,STATE ST,1018 S STATE ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,568VWP,2781145,1176501.858,1895919.052,Sedan 4 Door,1/9/2016,1/9/2016,-87.62747765,41.8697547,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186961,1428 S STATE ST,1428,S,STATE ST,1428 S STATE ST,1/11/2016 0:00,1/22/2016 0:00,Completed,Porsche,,2781146,1176562.788,1893557.583,Carryall,1/9/2016,1/9/2016,-87.62732526,41.86327331,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186964,2897 S ARCHER AVE,2897,S,ARCHER AVE,2897 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Jeep - Year Greater 1988,6982109,2781148,1168380.519,1885675.289,Carryall,1/9/2016,1/9/2016,-87.6575892,41.84182432,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186965,3237 S ARCHER AVE,3237,S,ARCHER AVE,3237 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Toyota,L182873,2781149,1165103.24,1883261.704,Sedan 4 Door,1/9/2016,1/9/2016,-87.66968419,41.83527132,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186969,2304 S ARCHER AVE,2304,S,ARCHER AVE,2304 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Hyundai,H108582,2781152,1173460.918,1889023.672,Carryall,1/9/2016,1/9/2016,-87.63884648,41.85090135,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186970,6051 S ARCHER AVE,6051,S,ARCHER AVE,6051 S ARCHER AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Chrysler,Z649621,2781153,1138271.49,1868312.901,Sedan 4 Door,1/9/2016,1/9/2016,-87.76850004,41.79477603,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186994,546 E MIDWAY PLAISANCE,546,E,MIDWAY PLAISANCE,546 E MIDWAY PLAISANCE,1/11/2016 0:00,1/22/2016 0:00,Completed,Dodge,G594473,2781175,,,Van,1/9/2016,1/9/2016,-87.596257,41.787222,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186878,952 E MIDWAY PLAISANCE,952,E,MIDWAY PLAISANCE,952 E MIDWAY PLAISANCE,1/11/2016 0:00,1/22/2016 0:00,Completed,Buick,E752132,2781176,1183602.404,1865882.221,Sedan 4 Door,1/9/2016,1/9/2016,-87.60234819,41.78716846,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186879,8815 S COTTAGE GROVE AVE,8815,S,COTTAGE GROVE AVE,8815 S COTTAGE GROVE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Infiniti/M30,Z479256,2781177,1183105.378,1846642.419,Sedan 4 Door,1/9/2016,1/9/2016,-87.604768,41.73438409,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186880,8323 S COTTAGE GROVE AVE,8323,S,COTTAGE GROVE AVE,8323 S COTTAGE GROVE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Honda,E805215,2781178,1183008.263,1849977.438,Sedan 4 Door,1/9/2016,1/9/2016,-87.60502039,41.74353801,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186881,7040 S COTTAGE GROVE AVE,7040,S,COTTAGE GROVE AVE,7040 S COTTAGE GROVE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,Y814668,2781179,1182772.91,1858485.256,Sedan 4 Door,1/9/2016,1/9/2016,-87.60561904,41.76688981,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186882,1536 S KEDZIE AVE,1536,S,KEDZIE AVE,1536 S KEDZIE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Dodge,S497983,2781180,1155278.062,1892299.54,Carryall,1/9/2016,1/9/2016,-87.70549353,41.86027484,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186883,1241 S KEDZIE AVE,1241,S,KEDZIE AVE,1241 S KEDZIE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Ford,V282850,2781181,1155222.076,1894256.717,Sedan 4 Door,1/9/2016,1/9/2016,-87.70564652,41.86564667,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186884,740 S KEDZIE AVE,740,S,KEDZIE AVE,740 S KEDZIE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Cadillac,7778DV,2781182,1155151.002,1896484.911,Sedan 4 Door,1/9/2016,1/9/2016,-87.70584764,41.8717625,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00186885,5117 S KEDZIE AVE,5117,S,KEDZIE AVE,5117 S KEDZIE AVE,1/11/2016 0:00,1/22/2016 0:00,Completed,Saturn,V826554,2781183,1155910.759,1870523.882,Sedan 4 Door,1/9/2016,1/9/2016,-87.70375685,41.80050703,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204067,1951 S ARCHER AVE,1951,S,ARCHER AVE,1951 S ARCHER AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Audi,E825393,2781279,1176030.97,1890721.045,Sedan 4 Door,1/10/2016,1/10/2016,-87.62936287,41.85550164,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204069,2895 S ARCHER AVE,2895,S,ARCHER AVE,2895 S ARCHER AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Honda,S846672,2781280,1168403.719,1885690.589,Sedan 4 Door,1/10/2016,1/10/2016,-87.65750362,41.8418658,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204072,507 W MADISON ST,507,W,MADISON ST,507 W MADISON ST,1/12/2016 0:00,1/22/2016 0:00,Completed,Mercury,1BD5587,2781281,1173067.616,1900309.754,Sedan 4 Door,1/10/2016,1/10/2016,-87.6399554,41.88187988,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204080,2151 S ARCHER AVE,2151,S,ARCHER AVE,2151 S ARCHER AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Porsche,S781965,2781285,1174947.261,1890007.448,Carryall,1/10/2016,1/10/2016,-87.63336191,41.85356779,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204083,5771 S ARCHER AVE,5771,S,ARCHER AVE,5771 S ARCHER AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Ford,Z403724,2781286,1141352.1,1868967.836,Van,1/10/2016,1/10/2016,-87.75718716,41.79651719,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204087,2514 E KING DR,2514,E,DOCTOR MARTIN LUTHER KING JR DR,2514 E DOCTOR MARTIN LUTHER KING JR DR,1/12/2016 0:00,1/22/2016 0:00,Completed,Dodge,529BOS,2781290,,,Sedan 4 Door,1/10/2016,1/10/2016,-87.617995,41.847102,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204091,2431 S KEDZIE AVE,2431,S,KEDZIE AVE,2431 S KEDZIE AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Oldsmobile,G325507,2781293,1155410.572,1887672.413,Sedan 4 Door,1/10/2016,1/10/2016,-87.70513138,41.84757482,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204092,745 S KEDZIE AVE,745,S,KEDZIE AVE,745 S KEDZIE AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,N326964,2781294,1155151.702,1896460.111,Sedan 4 Door,1/10/2016,1/10/2016,-87.70584574,41.87169443,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204094,8916 S COTTAGE GROVE AVE,8916,S,COTTAGE GROVE AVE,8916 S COTTAGE GROVE AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Volvo,Z323953,2781295,1183118.817,1846138.377,Sedan 4 Door,1/10/2016,1/10/2016,-87.6047344,41.73300063,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204095,5312 S COTTAGE GROVE AVE,5312,S,COTTAGE GROVE AVE,5312 S COTTAGE GROVE AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,761YEK,2781296,1182486.592,1869963.21,Van,1/10/2016,1/10/2016,-87.60631279,41.79839301,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204096,5417 S KEDZIE AVE,5417,S,KEDZIE AVE,5417 S KEDZIE AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,574FB,2781297,1155969.015,1868470.08,Carryall,1/10/2016,1/10/2016,-87.70359839,41.79486994,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00204098,5355 S KEDZIE AVE,5355,S,KEDZIE AVE,5355 S KEDZIE AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Dodge,R146845,2781298,1155958.595,1868853.48,Van,1/10/2016,1/10/2016,-87.7036263,41.79592225,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00205618,2857 S ARCHER AVE,2857,S,ARCHER AVE,2857 S ARCHER AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Suzuki,K442817,2781337,1168755.1,1885921.03,Carryall,1/11/2016,1/11/2016,-87.6562075,41.84249056,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00205621,2144 S ARCHER AVE,2144,S,ARCHER AVE,2144 S ARCHER AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Honda,V546687,2781338,1175004.762,1890045.192,Sedan 4 Door,1/11/2016,1/11/2016,-87.63314973,41.85367007,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00205623,547 W MADISON ST,547,W,MADISON ST,547 W MADISON ST,1/12/2016 0:00,1/22/2016 0:00,Completed,Honda,DL2033CW,2781339,1172683.211,1900298.542,Sedan 4 Door,1/11/2016,1/11/2016,-87.64136725,41.88185763,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00205628,2988 S ARCHER AVE,2988,S,ARCHER AVE,2988 S ARCHER AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Buick,1KSN83,2781341,1167530.94,1885117.02,Carryall,1/11/2016,1/11/2016,-87.66072292,41.84031067,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00205629,3651 S ARCHER AVE,3651,S,ARCHER AVE,3651 S ARCHER AVE,1/12/2016 0:00,1/22/2016 0:00,Completed,Nissan,P140710,2781342,1161635.209,1880372.141,Sedan 4 Door,1/11/2016,1/11/2016,-87.68248982,41.82741486,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00226718,5239 S KEDZIE AVE,5239,S,KEDZIE AVE,5239 S KEDZIE AVE,1/13/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,C318820,2781400,1155934.269,1869710.199,Sedan 4 Door,1/12/2016,1/12/2016,-87.70369249,41.79827369,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00226719,7224 S KEDZIE AVE,7224,S,KEDZIE AVE,7224 S KEDZIE AVE,1/13/2016 0:00,2/3/2016 0:00,Completed,Ford,47NN320,2781401,1156288.404,1856537.749,Sedan 4 Door,1/12/2016,1/12/2016,-87.70274804,41.76211943,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00245601,551 W MADISON ST,551,W,MADISON ST,551 W MADISON ST,1/14/2016 0:00,1/22/2016 0:00,Completed,Jeep - Year Greater 1988,Z342674,2781435,1172656.111,1900297.742,Carryall,1/13/2016,1/13/2016,-87.64146678,41.88185603,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00245603,3723 W 79TH,3723,W,79TH,3723 W 79TH,1/14/2016 0:00,1/22/2016 0:00,Completed,Infiniti/M30,N500288,2781437,,,Sedan 4 Door,1/13/2016,1/13/2016,-87.715502,41.748456,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00245614,1250 E MIDWAY PLAISANCE,1250,E,MIDWAY PLAISANCE,1250 E MIDWAY PLAISANCE,1/14/2016 0:00,1/22/2016 0:00,Completed,Volkswagen,Y715091,2781439,1185461.149,1865925.158,Sedan 4 Door,1/13/2016,1/13/2016,-87.59553173,41.78724272,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00245604,920 E MIDWAY PLAISANCE,920,E,MIDWAY PLAISANCE,920 E MIDWAY PLAISANCE,1/14/2016 0:00,1/22/2016 0:00,Completed,Mercedes,RAUF786,2781440,1183388.395,1865877.478,Sedan 4 Door,1/13/2016,1/13/2016,-87.603133,41.78716044,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00245615,930 E MIDWAY PLAISANCE,930,E,MIDWAY PLAISANCE,930 E MIDWAY PLAISANCE,1/14/2016 0:00,1/22/2016 0:00,Completed,Saturn,X933945,2781441,1183455.195,1865878.978,Sedan 4 Door,1/13/2016,1/13/2016,-87.60288803,41.787163,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00269750,890 S STATE ST,890,S,STATE ST,890 S STATE ST,1/15/2016 0:00,1/22/2016 0:00,Completed,Acura,R978974,2781478,1176494.026,1896244.932,Sedan 4 Door,1/14/2016,1/14/2016,-87.62749656,41.87064911,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00269752,3571 S ARCHER AVE,3571,S,ARCHER AVE,3571 S ARCHER AVE,1/15/2016 0:00,1/22/2016 0:00,Completed,Toyota,V995431,2781479,1162352.887,1880974.008,Sedan 4 Door,1/14/2016,1/14/2016,-87.67983996,41.8290515,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00269754,5251 S KEDZIE AVE,5251,S,KEDZIE AVE,5251 S KEDZIE AVE,1/15/2016 0:00,1/22/2016 0:00,Completed,Honda,E692549,2781480,1155936.717,1869629.536,Carryall,1/14/2016,1/14/2016,-87.70368568,41.79805229,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00269755,3200 S KINGSTON,3200,S,DOCTOR MARTIN LUTHER KING JR DR,3200 S DOCTOR MARTIN LUTHER KING JR DR,1/15/2016 0:00,1/22/2016 0:00,Completed,Jeep - Year Greater 1988,Z479881,2781481,,,Carryall,1/14/2016,1/14/2016,-87.61742,41.83657,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00269756,1347 S STATE ST,1347,S,STATE ST,1347 S STATE ST,1/15/2016 0:00,1/22/2016 0:00,Completed,Fiat,MM6H1R,2781482,1176547.004,1894164.957,Sedan 2 Door,1/14/2016,1/14/2016,-87.62736487,41.86494034,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00269757,3725 W 79TH,3725,W,79TH,3725 W 79TH,1/15/2016 0:00,1/28/2016 0:00,Completed,Honda,V178697,2781483,,,Sedan 4 Door,1/14/2016,1/14/2016,-87.715641,41.749344,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00269758,2848 E 79TH ST,2848,E,79TH ST,2848 E 79TH ST,1/15/2016 0:00,1/22/2016 0:00,Completed,Chevrolet,E365965,2781484,1196613.22,1853137.337,Sedan 4 Door,1/14/2016,1/14/2016,-87.5550671,41.75188222,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00345638,3393 S ARCHER AVE,3393,S,ARCHER AVE,3393 S ARCHER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Volkswagen,S972584,2781529,1163779.564,1882159.64,Sedan 4 Door,1/15/2016,1/15/2016,-87.67457218,41.8322751,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00345641,3559 S ARCHER AVE,3559,S,ARCHER AVE,3559 S ARCHER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Oldsmobile,Y803095,2781530,1162429.287,1881037.108,Sedan 4 Door,1/15/2016,1/15/2016,-87.67955789,41.82922306,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00346260,551 S KEDZIE AVE,551,S,KEDZIE AVE,551 S KEDZIE AVE,1/19/2016 0:00,2/10/2016 0:00,Completed,Toyota,Y750559,2781535,1155124.558,1897310.582,Sedan 4 Door,1/15/2016,1/15/2016,-87.70592257,41.87402876,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00346408,2815 W 79TH ST,2815,W,79TH ST,2815 W 79TH ST,1/19/2016 0:00,2/16/2016 0:00,Completed,Toyota,DDN6196,2781536,1158612.697,1852121.075,Sedan 4 Door,1/15/2016,1/15/2016,-87.69434937,41.74995232,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00346599,46 E CERMAK RD,46,E,CERMAK RD,46 E CERMAK RD,1/19/2016 0:00,1/28/2016 0:00,Completed,Subaru,6783432,2781537,1177131.105,1889764.374,Carryall,1/15/2016,1/15/2016,-87.62535386,41.85285164,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347800,1926 S ARCHER AVE,1926,S,ARCHER AVE,1926 S ARCHER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Honda,S422630,2781591,1176351.77,1890930.345,Sedan 4 Door,1/16/2016,1/16/2016,-87.62817909,41.85606875,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347801,2127 S ARCHER AVE,2127,S,ARCHER AVE,2127 S ARCHER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Nissan,G895765,2781592,1175144.162,1890137.092,Sedan 4 Door,1/16/2016,1/16/2016,-87.63263534,41.85391913,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347802,2148 S ARCHER AVE,2148,S,ARCHER AVE,2148 S ARCHER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Acura,630MAR,2781593,1174971.962,1890023.592,Sedan 4 Door,1/16/2016,1/16/2016,-87.63327077,41.85361153,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347803,2154 S ARCHER AVE,2154,S,ARCHER AVE,2154 S ARCHER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Kia Motors Corp,P489175,2781594,1174922.661,1889991.248,Sedan 4 Door,1/16/2016,1/16/2016,-87.63345268,41.85352388,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347804,501 W MADISON ST,501,W,MADISON ST,501 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Nissan,CGBE37,2781595,1173130.816,1900311.554,Carryall,1/16/2016,1/16/2016,-87.63972328,41.88188342,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347806,553 W MADISON ST,553,W,MADISON ST,553 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Audi,S732882,2781597,1172642.511,1900297.442,Carryall,1/16/2016,1/16/2016,-87.64151673,41.88185551,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347808,601 W MADISON ST,601,W,MADISON ST,601 W MADISON ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Audi,6DBU349,2781599,1172320.75,1900288.195,Sedan 4 Door,1/16/2016,1/16/2016,-87.64269849,41.88183725,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347754,859 S STATE ST,859,S,STATE ST,859 S STATE ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Honda,S865864L,2781602,1176490.026,1896390.232,Sedan 4 Door,1/16/2016,1/16/2016,-87.62750686,41.87104792,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347756,621 S STATE ST,621,S,STATE ST,621 S STATE ST,1/19/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,Z476902,2781603,1176454.803,1897538.828,Carryall,1/16/2016,1/16/2016,-87.62760151,41.87420053,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
16-00347760,1951 S ARCHER AVE,1951,S,ARCHER AVE,1951 S ARCHER AVE,1/19/2016 0:00,1/28/2016 0:00,Completed,Subaru,S451261,2781605,1176030.97,1890721.045,Sedan 4 Door,1/16/2016,1/16/2016,-87.62936287,41.85550164,,,,,,,,,,,,,,,,,,,TOW - NO TICKET
